ANOV Issue Date ,Street No ,Street Direction ,Street Name ,City,State,ANOV Number ,Violation Description ,Age ,Street Address
13-Jan-16,3XX ,E ,51ST ST ,Chicago,Illinois,P005013326 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,62,3XX  E  51ST ST 
13-Jan-16,41XX ,W ,ARMIT AGE ,Chicago,Illinois,P004897884 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,39,41XX  W  ARMIT AGE 
14-Jan-16,111XX ,S ,MICHIGAN ,Chicago,Illinois,P004876556 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,111XX  S  MICHIGAN 
14-Jan-16,1XX ,N ,CICERO ,Chicago,Illinois,P004815840 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,56,1XX  N  CICERO 
14-Jan-16,2XX ,S ,CICERO ,Chicago,Illinois,P004795329 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,2XX  S  CICERO 
14-Jan-16,34XX ,W ,28TH ST ,Chicago,Illinois,P004951907 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,34XX  W  28TH ST 
14-Jan-16,40XX ,W ,27TH ST ,Chicago,Illinois,P004951906 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,58,40XX  W  27TH ST 
14-Jan-16,42XX ,W ,MADISON ST ,Chicago,Illinois,P005018232 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,42XX  W  MADISON ST 
14-Jan-16,55XX ,W ,LAWRENCE ,Chicago,Illinois,P004668695 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,55XX  W  LAWRENCE 
14-Jan-16,72XX ,S ,HALSTED ,Chicago,Illinois,P004947451 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,72XX  S  HALSTED 
14-Jan-16,74XX ,S ,STEWART ,Chicago,Illinois,P004947434 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,74XX  S  STEWART 
15-Jan-16,1XX ,S ,SACRAMENTO ,Chicago,Illinois,P004438107 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,61,1XX  S  SACRAMENTO 
15-Jan-16,26XX ,W ,FIFTH ,Chicago,Illinois,P004741401 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,26XX  W  FIFTH 
15-Jan-16,2XX ,S ,PULASKI ,Chicago,Illinois,P004824252 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,2XX  S  PULASKI 
15-Jan-16,52XX ,W ,NORTH ,Chicago,Illinois,P005038672 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,52XX  W  NORTH 
15-Jan-16,59XX ,S ,PEORIA ,Chicago,Illinois,P004658515 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,59XX  S  PEORIA 
15-Jan-16,5XX ,E ,87TH ST ,Chicago,Illinois,P004947335 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,5XX  E  87TH ST 
15-Jan-16,XX ,E ,51ST ST ,Chicago,Illinois,P004885080 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,61,XX  E  51ST ST 
16-Jan-16,115XX ,E ,MICHIGAN ,Chicago,Illinois,P004634732 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,115XX  E  MICHIGAN 
16-Jan-16,16XX ,W ,HOWARD ST ,Chicago,Illinois,P004863847 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,16XX  W  HOWARD ST 
16-Jan-16,16XX ,W ,HOWARD ST ,Chicago,Illinois,P004863849 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,63,16XX  W  HOWARD ST 
16-Jan-16,16XX ,W ,HOWARD ST ,Chicago,Illinois,P004863850 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,16XX  W  HOWARD ST 
16-Jan-16,17XX ,W ,HOWARD ,Chicago,Illinois,P004863846 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,17XX  W  HOWARD 
16-Jan-16,17XX ,W ,HOWARD ST ,Chicago,Illinois,P004863848 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,17XX  W  HOWARD ST 
16-Jan-16,21XX ,E ,71ST ST ,Chicago,Illinois,P004955970 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,27,21XX  E  71ST ST 
16-Jan-16,25XX ,E ,79TH ,Chicago,Illinois,P004878778 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,25XX  E  79TH 
16-Jan-16,25XX ,W ,63RD ,Chicago,Illinois,P004744464 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,25XX  W  63RD 
16-Jan-16,29XX ,W ,60TH ST ,Chicago,Illinois,P004963050 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,29XX  W  60TH ST 
16-Jan-16,31XX ,S ,FEDERAL ,Chicago,Illinois,P004946856 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,31XX  S  FEDERAL 
16-Jan-16,3XX ,N ,CENTRAL ,Chicago,Illinois,P004907235 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,3XX  N  CENTRAL 
16-Jan-16,54XX ,,PRINCETON ,Chicago,Illinois,P004885081 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,54XX   PRINCETON 
16-Jan-16,65XX ,S ,WESTERN ,Chicago,Illinois,P004744465 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,65XX  S  WESTERN 
16-Jan-16,82XX ,S ,ESCANABA ,Chicago,Illinois,P004914542 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,82XX  S  ESCANABA 
18-Jan-16,57XX ,W ,FULLERTON ,Chicago,Illinois,P004930815 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,57XX  W  FULLERTON 
19-Jan-16,25XX ,W ,71ST ,Chicago,Illinois,P004963596 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,25XX  W  71ST 
19-Jan-16,3XX ,E ,71ST ,Chicago,Illinois,P004956544 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,27,3XX  E  71ST 
19-Jan-16,4XX ,W ,79TH ST ,Chicago,Illinois,P004657641 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,4XX  W  79TH ST 
19-Jan-16,8XX ,E ,47TH ST ,Chicago,Illinois,P004885083 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,8XX  E  47TH ST 
19-Jan-16,XX ,E ,WASHINGTON ST ,Chicago,Illinois,P004829877 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,XX  E  WASHINGTON ST 
21-Jan-16,18XX ,W ,55TH ,Chicago,Illinois,P004741383 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,18XX  W  55TH 
21-Jan-16,27XX ,W ,ROOSEVELT RD ,Chicago,Illinois,P005084547 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,27XX  W  ROOSEVELT RD 
21-Jan-16,31XX ,W ,WASHINGTON ,Chicago,Illinois,P004843557 ,9-52-010 Rights and duties. ,57,31XX  W  WASHINGTON 
21-Jan-16,3XX ,E ,43RD ST ,Chicago,Illinois,P004951910 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,3XX  E  43RD ST 
21-Jan-16,3XX ,S ,RACINE ,Chicago,Illinois,P004843556 ,9-52-010 Rights and duties. ,49,3XX  S  RACINE 
21-Jan-16,51XX ,S ,EVANS ,Chicago,Illinois,P004926574 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,51XX  S  EVANS 
21-Jan-16,57XX ,S ,STATE ,Chicago,Illinois,P004865423 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,57XX  S  STATE 
21-Jan-16,5XX ,S ,WESTERN ,Chicago,Illinois,P004843555 ,9-52-010 Rights and duties. ,47,5XX  S  WESTERN 
22-Jan-16,58XX ,S ,MAPLEWOOD ,Chicago,Illinois,P004963053 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,58XX  S  MAPLEWOOD 
22-Jan-16,7XX ,S ,RACINE ,Chicago,Illinois,P004638241 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,7XX  S  RACINE 
22-Jan-16,8XX ,E ,79TH ST ,Chicago,Illinois,P004947884 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,27,8XX  E  79TH ST 
23-Jan-16,16XX ,N ,AUSTIN AVE ,Chicago,Illinois,P004898094 ,9-52-080 Headlamps ,50,16XX  N  AUSTIN AVE 
23-Jan-16,41XX ,W ,MADISON ,Chicago,Illinois,P004917975 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,41XX  W  MADISON 
23-Jan-16,5XX ,S ,PULASKI ,Chicago,Illinois,P004192047 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,5XX  S  PULASKI 
23-Jan-16,81XX ,S ,COTTAGE GROVE ,Chicago,Illinois,P004485410 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,81XX  S  COTTAGE GROVE 
24-Jan-16,15XX ,S ,SPAULDING ,Chicago,Illinois,P004889406 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,15XX  S  SPAULDING 
24-Jan-16,36XX ,W ,AUGUSTA ,Chicago,Illinois,P004740646 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,36XX  W  AUGUSTA 
24-Jan-16,44XX ,W ,MADISON ST ,Chicago,Illinois,P005018331 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,44XX  W  MADISON ST 
24-Jan-16,56XX ,W ,DIVISION ,Chicago,Illinois,P004940906 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,56XX  W  DIVISION 
24-Jan-16,61XX ,W ,GRAND ,Chicago,Illinois,P004930887 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,61XX  W  GRAND 
24-Jan-16,6XX ,S ,MICHIGAN ,Chicago,Illinois,P004946402 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,6XX  S  MICHIGAN 
24-Jan-16,8XX ,W ,NORTH ,Chicago,Illinois,P004819303 ,9-52-010 Rights and duties. ,22,8XX  W  NORTH 
25-Jan-16,15XX ,N ,PULASKI ,Chicago,Illinois,P004930888 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,15XX  N  PULASKI 
25-Jan-16,19XX ,E ,79TH ST ,Chicago,Illinois,P004878206 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,19XX  E  79TH ST 
25-Jan-16,26XX ,S ,PULASKI RD ,Chicago,Illinois,P004888609 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,26XX  S  PULASKI RD 
25-Jan-16,2XX ,S ,CALIFORNIA ,Chicago,Illinois,P004741049 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,66,2XX  S  CALIFORNIA 
25-Jan-16,2XX ,S ,LEAMINGTON ,Chicago,Illinois,P004907201 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,2XX  S  LEAMINGTON 
25-Jan-16,32XX ,W ,55TH ST ,Chicago,Illinois,P004818702 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,32XX  W  55TH ST 
25-Jan-16,38XX ,W ,DIVISION ,Chicago,Illinois,P004940892 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,38XX  W  DIVISION 
25-Jan-16,43XX ,N ,CICERO ,Chicago,Illinois,P004737080 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,43XX  N  CICERO 
25-Jan-16,48XX ,N ,CALIFORNIA ,Chicago,Illinois,P004798386 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,58,48XX  N  CALIFORNIA 
25-Jan-16,49XX ,N ,KENMORE ,Chicago,Illinois,P004798385 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,49XX  N  KENMORE 
25-Jan-16,52XX ,S ,MAY ,Chicago,Illinois,P004951667 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,52XX  S  MAY 
25-Jan-16,XX ,E ,103RD ST ,Chicago,Illinois,P004765340 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,XX  E  103RD ST 
26-Jan-16,108XX ,S ,MICHIGAN ,Chicago,Illinois,P004688270 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,108XX  S  MICHIGAN 
26-Jan-16,10XX ,W ,WILSON ,Chicago,Illinois,P004904688 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,10XX  W  WILSON 
26-Jan-16,13XX ,S ,PULASKI ,Chicago,Illinois,P004865424 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,13XX  S  PULASKI 
26-Jan-16,24XX ,W ,71ST ,Chicago,Illinois,P004972787 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,24XX  W  71ST 
26-Jan-16,2XX ,N ,LARAMIE ,Chicago,Illinois,P004907238 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,2XX  N  LARAMIE 
26-Jan-16,31XX ,W ,26TH ,Chicago,Illinois,P004865435 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,31XX  W  26TH 
26-Jan-16,49XX ,W ,CHICAGO ,Chicago,Illinois,P004906432 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,42,49XX  W  CHICAGO 
26-Jan-16,4XX ,E ,63RD ST ,Chicago,Illinois,P004951677 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,59,4XX  E  63RD ST 
26-Jan-16,50XX ,W ,MADISON ,Chicago,Illinois,P004907124 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,50XX  W  MADISON 
26-Jan-16,53XX ,W ,CHICAGO ,Chicago,Illinois,P004877601 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,53XX  W  CHICAGO 
26-Jan-16,66XX ,S ,WASHTENAW ST ,Chicago,Illinois,P004963215 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,66XX  S  WASHTENAW ST 
26-Jan-16,69XX ,S ,ARTESIAN ,Chicago,Illinois,P004972785 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,69XX  S  ARTESIAN 
26-Jan-16,8XX ,W ,118TH ST ,Chicago,Illinois,P004881576 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,8XX  W  118TH ST 
26-Jan-16,98XX ,S ,LOWE ,Chicago,Illinois,P004862704 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,98XX  S  LOWE 
26-Jan-16,XX ,N ,LOTUS ,Chicago,Illinois,P004907062 ,9-52-030 Speed of bicycles. ,42,XX  N  LOTUS 
27-Jan-16,17XX ,E ,79TH ST ,Chicago,Illinois,P004878525 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,17XX  E  79TH ST 
27-Jan-16,38XX ,W ,13TH ST ,Chicago,Illinois,P004951912 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,38XX  W  13TH ST 
27-Jan-16,52XX ,W ,CHICAGO ,Chicago,Illinois,P004907141 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,64,52XX  W  CHICAGO 
27-Jan-16,61XX ,S ,NORMAL ,Chicago,Illinois,P004977881 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,66,61XX  S  NORMAL 
27-Jan-16,71XX ,S ,HALSTED ,Chicago,Illinois,P004668783 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,71XX  S  HALSTED 
28-Jan-16,104XX ,S ,WENTWORTH ,Chicago,Illinois,P004959538 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,104XX  S  WENTWORTH 
28-Jan-16,113XX ,S ,MICHIGAN ,Chicago,Illinois,P004959536 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,113XX  S  MICHIGAN 
28-Jan-16,123XX ,S ,HALSTED ST ,Chicago,Illinois,P004700847 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,123XX  S  HALSTED ST 
28-Jan-16,25XX ,W ,63RD ,Chicago,Illinois,P004963597 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,27,25XX  W  63RD 
28-Jan-16,48XX ,S ,ASHLAND ,Chicago,Illinois,P004005716 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,48XX  S  ASHLAND 
28-Jan-16,49XX ,W ,FULTON ST ,Chicago,Illinois,P004907203 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,49XX  W  FULTON ST 
28-Jan-16,81XX ,S ,ASHLAND ,Chicago,Illinois,P004657749 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,64,81XX  S  ASHLAND 
28-Jan-16,99XX ,S ,HALSTED ST ,Chicago,Illinois,P004700546 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,99XX  S  HALSTED ST 
28-Jan-16,XX ,W ,103 STREET ,Chicago,Illinois,P004959537 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,XX  W  103 STREET 
29-Jan-16,113XX ,S ,MICHIGAN ,Chicago,Illinois,P004852174 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,113XX  S  MICHIGAN 
29-Jan-16,13XX ,W ,87TH ST ,Chicago,Illinois,P004773054 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,13XX  W  87TH ST 
29-Jan-16,1XX ,S ,MICHIGAN ,Chicago,Illinois,P004485762 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,1XX  S  MICHIGAN 
29-Jan-16,36XX ,W ,15TH ,Chicago,Illinois,P004951914 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,36XX  W  15TH 
29-Jan-16,51XX ,S ,ABERDEEN ,Chicago,Illinois,P004771629 ,9-52-010 Rights and duties. ,56,51XX  S  ABERDEEN 
29-Jan-16,51XX ,S ,ABERDEEN ,Chicago,Illinois,P004771630 ,9-52-010 Rights and duties. ,59,51XX  S  ABERDEEN 
29-Jan-16,9XX ,W ,59TH ST ,Chicago,Illinois,P004916488 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,9XX  W  59TH ST 
30-Jan-16,110XX ,S ,MICHIGAN ,Chicago,Illinois,P004485763 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,110XX  S  MICHIGAN 
30-Jan-16,11XX ,W ,51ST ST ,Chicago,Illinois,P004946817 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,11XX  W  51ST ST 
30-Jan-16,12XX ,W ,95 ST ,Chicago,Illinois,P004862998 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,12XX  W  95 ST 
30-Jan-16,1XX ,N ,STATE ST ,Chicago,Illinois,P004829880 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,1XX  N  STATE ST 
30-Jan-16,22XX ,W ,CHICAGO ,Chicago,Illinois,P004873395 ,9-52-080 Headlamps ,37,22XX  W  CHICAGO 
30-Jan-16,2XX ,W ,95TH ST ,Chicago,Illinois,P004511543 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,2XX  W  95TH ST 
30-Jan-16,3XX ,W ,GARFIELD ,Chicago,Illinois,P004951679 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,3XX  W  GARFIELD 
30-Jan-16,40XX ,W ,26TH ST ,Chicago,Illinois,P004005719 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,40XX  W  26TH ST 
30-Jan-16,5XX ,N ,MILWAUKEE ,Chicago,Illinois,P004668389 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,5XX  N  MILWAUKEE 
30-Jan-16,XX ,W ,RANDOLPH ST ,Chicago,Illinois,P004722263 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,56,XX  W  RANDOLPH ST 
31-Jan-16,10XX ,W ,63RD ST ,Chicago,Illinois,P004485411 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,10XX  W  63RD ST 
31-Jan-16,24XX ,W ,63RD ST ,Chicago,Illinois,P004973231 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,24XX  W  63RD ST 
31-Jan-16,25XX ,E ,79TH ST ,Chicago,Illinois,P004757915 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,25XX  E  79TH ST 
31-Jan-16,31XX ,W ,NORTH ,Chicago,Illinois,P004835408 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,31XX  W  NORTH 
31-Jan-16,36XX ,W ,CERMAK RD ,Chicago,Illinois,P004689625 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,36XX  W  CERMAK RD 
31-Jan-16,36XX ,W ,NORTH ,Chicago,Illinois,P004761889 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,64,36XX  W  NORTH 
31-Jan-16,38XX ,W ,DIVISION ,Chicago,Illinois,P004856134 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,38XX  W  DIVISION 
31-Jan-16,50XX ,W ,ERIE ,Chicago,Illinois,P004906433 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,50XX  W  ERIE 
31-Jan-16,53XX ,W ,CHICAGO ,Chicago,Illinois,P004907142 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,53XX  W  CHICAGO 
31-Jan-16,55XX ,S ,ASHLAND ,Chicago,Illinois,P004485413 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,39,55XX  S  ASHLAND 
31-Jan-16,63XX ,S ,CARPENTER ,Chicago,Illinois,P004658143 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,63XX  S  CARPENTER 
31-Jan-16,6XX ,E ,61ST ST ,Chicago,Illinois,P004951680 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,6XX  E  61ST ST 
31-Jan-16,9XX ,N ,LAVERGNE ,Chicago,Illinois,P004907143 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,9XX  N  LAVERGNE 
31-Jan-16,XX ,E ,57TH ST ,Chicago,Illinois,P004884818 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,XX  E  57TH ST 
1-Feb-16,119XX ,S ,PRINCETON ,Chicago,Illinois,P004876244 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,119XX  S  PRINCETON 
1-Feb-16,14XX ,N ,MILWAUKEE ,Chicago,Illinois,P004851631 ,9-52-010 Rights and duties. ,38,14XX  N  MILWAUKEE 
1-Feb-16,15XX ,N ,MAYFIELD ,Chicago,Illinois,P004978589 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,15XX  N  MAYFIELD 
1-Feb-16,21XX ,N ,CALIFORNIA ,Chicago,Illinois,P004851632 ,9-52-010 Rights and duties. ,30,21XX  N  CALIFORNIA 
1-Feb-16,24XX ,W ,LEMOYNE ,Chicago,Illinois,P004851377 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,24XX  W  LEMOYNE 
1-Feb-16,29XX ,W ,NORTH ,Chicago,Illinois,P004788048 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,68,29XX  W  NORTH 
1-Feb-16,33XX ,W ,NORTH ,Chicago,Illinois,P004835409 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,33XX  W  NORTH 
1-Feb-16,36XX ,W ,OGDEN AVE ,Chicago,Illinois,P004828641 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,36XX  W  OGDEN AVE 
1-Feb-16,39XX ,W ,ROOSEVELT ,Chicago,Illinois,P004892962 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,30,39XX  W  ROOSEVELT 
1-Feb-16,39XX ,W ,ROOSEVELT ,Chicago,Illinois,P004951682 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,39XX  W  ROOSEVELT 
1-Feb-16,54XX ,W ,FULLERTON ,Chicago,Illinois,P003935736 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,54XX  W  FULLERTON 
1-Feb-16,59XX ,S ,SACRAMENTO ,Chicago,Illinois,P004963057 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,59XX  S  SACRAMENTO 
1-Feb-16,63XX ,S ,MAPLEWOOD ,Chicago,Illinois,P004963218 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,63XX  S  MAPLEWOOD 
1-Feb-16,64XX ,N ,WESTERN ,Chicago,Illinois,P004927797 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,64XX  N  WESTERN 
1-Feb-16,6XX ,S ,RACINE ,Chicago,Illinois,P004910966 ,9-52-010 Rights and duties. ,37,6XX  S  RACINE 
1-Feb-16,6XX ,S ,RACINE ,Chicago,Illinois,P004910967 ,9-52-010 Rights and duties. ,33,6XX  S  RACINE 
1-Feb-16,XX ,W ,69TH ST ,Chicago,Illinois,P004657751 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,59,XX  W  69TH ST 
2-Feb-16,18XX ,W ,DEVON ,Chicago,Illinois,P004927736 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,18XX  W  DEVON 
2-Feb-16,23XX ,W ,71ST ST ,Chicago,Illinois,P004972601 ,9-52-110(b) Use of communication devices while operating a ,46,23XX  W  71ST ST 
2-Feb-16,31XX ,W ,59TH ST ,Chicago,Illinois,P004963600 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,31XX  W  59TH ST 
2-Feb-16,37XX ,W ,ROOSEVELT ,Chicago,Illinois,P004888518 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,37XX  W  ROOSEVELT 
2-Feb-16,55XX ,S ,ASHLAND ,Chicago,Illinois,P004940966 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,55XX  S  ASHLAND 
2-Feb-16,55XX ,S ,SPAULDING ST ,Chicago,Illinois,P004963219 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,63,55XX  S  SPAULDING ST 
2-Feb-16,XX ,W ,103RD ST ,Chicago,Illinois,P004958863 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,XX  W  103RD ST 
3-Feb-16,10XX ,N ,CENTRAL ,Chicago,Illinois,P004741364 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,10XX  N  CENTRAL 
3-Feb-16,10XX ,N ,CENTRAL ,Chicago,Illinois,P004741403 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,10XX  N  CENTRAL 
3-Feb-16,1XX ,,UNKNOWN ,Chicago,Illinois,P004005721 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,1XX   UNKNOWN 
3-Feb-16,32XX ,N ,PULASKI ,Chicago,Illinois,P004864163 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,32XX  N  PULASKI 
3-Feb-16,49XX ,N ,KENMORE ,Chicago,Illinois,P004799119 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,49XX  N  KENMORE 
3-Feb-16,54XX ,W ,NORTH AVE ,Chicago,Illinois,P004898671 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,54XX  W  NORTH AVE 
3-Feb-16,XX ,N ,KEELER ,Chicago,Illinois,P005018237 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,21,XX  N  KEELER 
3-Feb-16,XX ,S ,CICERO ,Chicago,Illinois,P004795331 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,XX  S  CICERO 
4-Feb-16,13XX ,W ,107TH ST ,Chicago,Illinois,P004773242 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,13XX  W  107TH ST 
4-Feb-16,17XX ,N ,WESTERN ,Chicago,Illinois,P004851276 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,17XX  N  WESTERN 
4-Feb-16,26XX ,W ,WORTH ,Chicago,Illinois,P004787926 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,26XX  W  WORTH 
4-Feb-16,38XX ,W ,MADISON ,Chicago,Illinois,P004741028 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,38XX  W  MADISON 
